Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2025-02-07 09:48:20.763 +0530,"Success",0:00:00,0,0,0,"20250207_094820.763/LogFile.txt","","",1
2025-02-07 09:48:22.006 +0530,"Success",0:00:00,0,0,0,"20250207_094822.006/LogFile.txt","","",1
2025-02-07 09:48:22.772 +0530,"Success",0:00:00,0,0,0,"20250207_094822.772/LogFile.txt","","",1
2025-02-07 09:48:23.613 +0530,"Success",0:00:00,0,0,0,"20250207_094823.613/LogFile.txt","","",1
2025-02-07 09:48:25.058 +0530,"Success",0:00:00,0,0,0,"20250207_094825.058/LogFile.txt","","",1
2025-02-07 09:48:26.037 +0530,"Success",0:00:00,0,0,0,"20250207_094826.037/LogFile.txt","","",1
2025-02-07 09:49:55.066 +0530,"Success",0:00:00,0,0,0,"20250207_094955.066/LogFile.txt","","",1
